"PPN","batch","pollingplace"
109,2109999,"Postal"
109,3109001,"Postal"
109,3109002,"Postal"
109,3109003,"Postal"
109,3109004,"Postal"
109,3109005,"Postal"
109,3109006,"Postal"
109,3109007,"Postal"
109,3109008,"Postal"
109,3109009,"Postal"
109,3109010,"Postal"
109,3109011,"Postal"
109,3109012,"Postal"
109,3109013,"Postal"
109,3109014,"Postal"
109,3109015,"Postal"
109,3109016,"Postal"
109,3109017,"Postal"
109,3109018,"Postal"
109,3109019,"Postal"
109,3109020,"Postal"
109,3109021,"Postal"
109,3109022,"Postal"
109,3109023,"Postal"
109,3109024,"Postal"
109,3109025,"Postal"
109,3109026,"Postal"
109,3109027,"Postal"
109,3109028,"Postal"
109,3109029,"Postal"
109,3109030,"Postal"
109,3109031,"Postal"
109,3109032,"Postal"
109,3109033,"Postal"
109,3109034,"Postal"
109,3109998,"Postal"
109,3109999,"Postal"
109,4109001,"Postal"
109,4109002,"Postal"
109,4109003,"Postal"
109,4109004,"Postal"
109,4109005,"Postal"
109,4109006,"Postal"
109,4109007,"Postal"
109,4109008,"Postal"
109,4109009,"Postal"
109,4109010,"Postal"
109,4109011,"Postal"
109,4109012,"Postal"
109,4109013,"Postal"
109,4109014,"Postal"
109,4109015,"Postal"
109,4109016,"Postal"
109,4109017,"Postal"
109,4109018,"Postal"
109,4109019,"Postal"
109,4109020,"Postal"
109,4109021,"Postal"
109,4109022,"Postal"
109,4109023,"Postal"
109,4109024,"Postal"
109,4109025,"Postal"
109,4109026,"Postal"
109,4109027,"Postal"
109,4109998,"Postal"
109,4109999,"Postal"
109,5109001,"Postal"
109,5109002,"Postal"
109,5109003,"Postal"
109,5109004,"Postal"
109,5109005,"Postal"
109,5109006,"Postal"
109,5109007,"Postal"
109,5109008,"Postal"
109,5109009,"Postal"
109,5109010,"Postal"
109,5109011,"Postal"
109,5109012,"Postal"
109,5109013,"Postal"
109,5109014,"Postal"
109,5109015,"Postal"
109,5109016,"Postal"
109,5109017,"Postal"
109,5109018,"Postal"
109,5109019,"Postal"
109,5109020,"Postal"
109,5109021,"Postal"
109,5109022,"Postal"
109,5109023,"Postal"
109,5109998,"Postal"
109,5109999,"Postal"
112,1112000,"Gungahlin (Pre-poll)"
112,2112000,"Gungahlin (Pre-poll)"
112,2112001,"Gungahlin (Pre-poll)"
112,2112998,"Gungahlin (Pre-poll)"
112,2112999,"Gungahlin (Pre-poll)"
112,3112000,"Gungahlin (Pre-poll)"
112,3112001,"Gungahlin (Pre-poll)"
112,3112998,"Gungahlin (Pre-poll)"
112,4112000,"Gungahlin (Pre-poll)"
112,5112000,"Gungahlin (Pre-poll)"
112,5112001,"Gungahlin (Pre-poll)"
112,5112002,"Gungahlin (Pre-poll)"
112,5112003,"Gungahlin (Pre-poll)"
112,5112004,"Gungahlin (Pre-poll)"
112,5112005,"Gungahlin (Pre-poll)"
112,5112006,"Gungahlin (Pre-poll)"
112,5112007,"Gungahlin (Pre-poll)"
112,5112008,"Gungahlin (Pre-poll)"
112,5112009,"Gungahlin (Pre-poll)"
112,5112010,"Gungahlin (Pre-poll)"
112,5112011,"Gungahlin (Pre-poll)"
112,5112998,"Gungahlin (Pre-poll)"
112,5112999,"Gungahlin (Pre-poll)"
200,1200001,"Interstate"
200,1200998,"Interstate"
200,2200001,"Interstate"
200,2200998,"Interstate"
200,3200001,"Interstate"
200,3200002,"Interstate"
200,3200998,"Interstate"
200,4200001,"Interstate"
200,4200998,"Interstate"
200,5200001,"Interstate"
300,1300001,"Declaration"
300,1300998,"Declaration"
300,2300001,"Declaration"
300,3300001,"Declaration"
300,3300998,"Declaration"
300,4300001,"Declaration"
300,4300998,"Declaration"
300,5300001,"Declaration"
300,5300998,"Declaration"
400,1400001,"Central Scrutiny"
400,1400002,"Central Scrutiny"
400,1400003,"Central Scrutiny"
400,1400998,"Central Scrutiny"
400,2400001,"Central Scrutiny"
400,2400002,"Central Scrutiny"
400,2400003,"Central Scrutiny"
400,2400004,"Central Scrutiny"
400,2400998,"Central Scrutiny"
400,3400001,"Central Scrutiny"
400,3400002,"Central Scrutiny"
400,3400003,"Central Scrutiny"
400,3400004,"Central Scrutiny"
400,3400998,"Central Scrutiny"
400,4400001,"Central Scrutiny"
400,4400002,"Central Scrutiny"
400,4400003,"Central Scrutiny"
400,4400998,"Central Scrutiny"
400,4400999,"Central Scrutiny"
400,5400001,"Central Scrutiny"
400,5400002,"Central Scrutiny"
400,5400003,"Central Scrutiny"
400,5400998,"Central Scrutiny"
